id,language,sentence
164,English,I left my new pair of gloves in the library.
164,Ukrainian,Я залишив свою нову пару рукавиць у бібліотеці.
164,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1021873
165,French,Arrêtez d'être si naïfs.
165,English,Stop being so naive.
165,Dutch,Stop ermee zo naïef te zijn.
165,Russian,Хватит быть такими наивными.
165,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5402216
166,Kabyle,Tettsamiḍ ɣer Sidi Ɛic.
166,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9538572
167,Kabyle,Anda akka ara yeffeɣ?
167,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7492338
168,Spanish,Él es un hombre sin educación.
168,English,He is an ill-mannered man.
168,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4388817
169,Ukrainian,Я б хотів поставити питання.
169,Afrikaans,Ek sal graag 'n vraag wil vra
169,German,Ich würde gerne eine Frage stellen.
169,English,I'd like to ask a question.
170,Berber,Ɣef wacḥal ay tettwaliḍ isalan?
170,English,What time do you watch the news?
170,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1696985
171,Mandarin Chinese,我爸跟平時一樣忙著。
171,English,My father is as busy as ever.
171,Esperanto,Mia patro estas okupita kiel ĉiam.
171,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2138632
172,Esperanto,"Tomo verŝajne opiniis, ke mi ne estas hejme."
172,English,Tom probably thought I wasn't at home.
172,French,Tom a probablement pensé que je n'étais pas à la maison.
172,Lithuanian,"Tomas tikriausiai manė, kad manęs nėra namuose."
172,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5740154
173,Polish,Każdy mógłby to zrobić.
173,German,Jeder könnte das.
173,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8677146
174,Berber,Ur d-ttekkseɣ iselkimen-nwen seg tuddimt.
174,English,I'm not disconnecting your computers.
174,French,Je ne débranche pas vos ordinateurs.
174,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1944498
175,Ukrainian,"Скільки буде, якщо заокруглити 5.814 до найближчої тисячі?"
175,English,"What's 5,814 rounded to the nearest thousand?"
175,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8032294
176,Finnish,"Tässä on lippuni uusnorjalle. Koska uusnorjan filosofia perustuu suurimpaan mahdolliseen poikkeavuuteen tanskasta, vaihdettiin lipun tanskalainen tausta islantilaiseen, sillä olihan islanti innostuksena kielen muodostajille. Lippu ei ole suorakulmainen, koska… no, onhan uusnorja kaikesta huolimatta erikoista."
176,Norwegian Nynorsk,"Her er flagget mitt for nynorsk. Sidan filosofien til nynorsk er basert på maksimal skilnad frå dansk, vert den danske bakgrunnen på flagget erstatta med ein islandsk en, då islandsk var ein inspirasjon for dei som laga språket. Flagget er ikkje rektangelforma, sidan... Vel, at nynorsk trass alt er rart."
176,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8338477
177,English,"In the leaden backdrop of the dawn, the horseman stands in silence, the long mane of his horse, disheveled by the wind."
177,Persian,بر زمینه سربی صبح، سوار، خاموش ایستاده است و یال بلند اسب اش در باد پریشان می شود.
177,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1481778
178,Berber,Seg wansi ay d-yesɣa aqejmur?
178,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9904294
179,Hindi,मेरा नाम टॉम है। मैं आपकी क्या मदद कर सकता हूँ?
179,English,My name is Tom. How can I help you?
179,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4107608
180,Norwegian Bokmål,Han pusser tennene etter måltider.
180,German,Nach Mahlzeiten putzt er sich die Zähne.
180,English,He brushes his teeth after his meals.
180,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6404712
181,English,Layla bought lashes.
181,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7165037
182,Italian,Giurate che mi state dicendo la verità?
182,English,Do you swear you're telling me the truth?
182,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3002102
183,Turkish,Film eğlendiriciydi.
183,English,The film was entertaining.
183,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8080655
184,Turkish,Tom Mary'ye yardım etmek için elinden geleni yapmaya karar verdi.
184,English,Tom decided to do what he could to help Mary.
184,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4926241
185,Esperanto,Mi malofte vidis vin staranta je tia horo. Ĉu io aparta okazis?
185,French,Je t’ai rarement vu debout à une heure pareille. Il s’est passé un truc ?
185,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6198883
186,Portuguese,O Tom recusou-se a falar francês.
186,English,Tom refused to speak French.
186,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2815121
187,English,Tom said he wanted to go home.
187,Finnish,"Tomi sanoi, että hän halusi mennä kotiin."
187,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6652152
188,Hungarian,Nem vagyok én senki strómanja.
188,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7914310
189,Italian,Andate a costruire ristoranti in Turchia.
189,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7639607
190,Galician,Está claro que o meu non é a pintura.
190,Spanish,Está claro que lo mío no es la pintura.
190,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/966126
191,English,She's five.
191,Cornish,Pymp bloodh yw hi.
191,French,Elle a cinq ans.
191,Russian,Ей пять.
192,English,I wanted to get my mind off work.
192,Berber,Lliɣ ɣseɣ ad kkseɣ amahil seg yiɣef-inu.
193,Polish,"Nie pamiętasz, prawda?"
193,English,"You don't remember, do you?"
193,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2774726
194,Hungarian,"Arra volt szükségünk, hogy kicsit magunkban legyünk."
194,English,We needed some privacy.
194,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4380665
195,Esperanto,La lernejo komenciĝos je la 8-a de aprilo.
195,German,Die Schule beginnt am 8. April.
195,English,School begins on the April 8th.
196,Uyghur,ئۇنداق ياخشى ئادەمنى نەدىنمۇ تاپقىنى بولسۇن؟
196,Mandarin Chinese,那么好的人究竟在何处能找到？
196,English,Where on earth do you expect to find such a good person?
196,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2393385
197,English,I like her cat.
197,Esperanto,Mi ŝatas ŝian katon.
197,Russian,Мне нравится её кот.
197,Spanish,Me gusta su gato.
198,Berber,"Mer ad tged aya, ad yummar Tom."
198,English,"If you do that, Tom will be pleased."
198,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8802075
199,Turkish,Doğum tarihini bilmiyor musun?
199,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3690979
200,Italian,Sarà la fine del mondo.
200,English,It will be the end of the world.
200,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1973226
201,Portuguese,Esqueça suas dores.
201,Spanish,Olvidá tus dolores.
201,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/956490
202,Dutch,Ik ga eten!
202,English,Going to eat!
202,Esperanto,Mi iras manĝi!
202,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8073471
203,Italian,Lei ha bisogno di studiare di più.
203,English,You need to study more.
203,Esperanto,Vi bezonas pli studi.
203,French,Vous avez besoin de plus étudier.
203,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1473539
204,Turkish,Bütün günü bir roman okuyarak geçirdim.
204,English,I spent the whole day reading a novel.
204,Italian,Ho trascorso tutto il giorno leggendo un romanzo.
204,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1722783
205,Portuguese,Alguns dialetos não são inteligíveis entre si.
205,Esperanto,Kelkaj dialektoj ne estas interkompreneblaj.
205,Russian,Некоторые диалекты не являются взаимно понятными.
205,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1835926
206,Hungarian,Az autója egy új modell.
206,Esperanto,Lia aŭtomobilo estas nova modelo.
206,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2705897
207,Finnish,Minä en ymmärrä tätä.
207,Swedish,Jag hajar inte det här.
207,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9837608
208,English,My grandmother has a twin brother.
208,Danish,Min bedstemor har en tvillingbror.
208,German,Meine Großmutter hat einen Zwillingsbruder.
208,Esperanto,Mia avino havas ĝemelan fraton.
209,German,Er ist letzte Nacht um 11 Uhr ins Bett gegangen.
209,Esperanto,Pasintan nokton li enlitiĝis je la 11a horo.
209,French,Il est allé au lit à 11 heures la nuit dernière.
209,Japanese,彼は昨夜１１時に寝た。
209,Low German (Low Saxon),He is vergangen Nacht Klock ölven to Bedd gahn.
210,English,I know people.
210,Berber,Ssneɣ medden.
210,German,"Ich weiß, wie Menschen sind."
210,French,Je connais des gens.
210,Hebrew,אני מכיר אנשים.
211,Spanish,Necesito un modelo de boleta.
211,Portuguese,Preciso de um modelo de folha de pagamento.
211,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1393823
212,Arabic,لا توجد وسيلة على الإطلاق ليكون توم قادرا التلاعب .
212,German,"Es gibt keinen Weg, dass Tom jemals fähig sein wird zu jonglieren."
212,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4813087
213,Turkish,Gaybı Allah'tan başkası bilemez.
213,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6997499
214,Kabyle,Yettruḥu akked-s ɣer Werǧa.
214,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9232778
215,Esperanto,Ĉi tiuj problemoj devas esti atente traktataj.
215,English,These problems must be dealt with carefully.
215,French,Ces problèmes doivent être traités avec attention.
215,Japanese,これらの問題は慎重に取り組まなければならない。
215,Turkish,Bu sorunlar dikkatle ele alınmalıdır.
216,Turkish,Onun göz yaşları onun aklını karıştırdı.
216,English,Her tears perplexed him.
216,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5569238
217,English,Tom said he'd do that again.
217,Russian,"Том сказал, что снова это сделает."
217,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6650875
218,Italian,Penso di essere d'accordo con quanto detto da Tom.
218,Russian,"Я, пожалуй, согласен с тем, что сказал Том."
218,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5454616
219,Russian,Где вы видели Тома?
219,German,Wo habt ihr Tom gesehen?
219,English,Where did you see Tom?
219,Latin,Ubi Thōmān vīdistis?
219,Spanish,¿Dónde lo vieron a Tomás?
220,Swedish,Vad gör Tom här?
220,English,What's Tom doing here?
220,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2122601
221,Italian,Lei sa di non avere altre scelte.
221,English,She knows she does not have any other choices.
221,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1903611
222,English,I'm going to check upstairs.
222,Mandarin Chinese,我去楼上看看。
222,German,Ich sehe oben nach.
222,Esperanto,Mi iros kontroli supre.
222,Hebrew,אני הולך לבדוק למעלה.
223,Kabyle,"Gar-i d Canada yella yiwen n ugatu, tettayal deg-i ad as-uɣaleɣ d imekdi yerna nekk ur lliɣ seg widak ur nettqadar ara iguta-nsen."
223,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8794547
224,Portuguese,Nunca mais vos vou falar das minhas sobrinhas.
224,English,I'm never going to talk to you again about my nieces.
224,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7313850
225,German,Ist er ein Freund von dir?
225,Czech,Je to tvůj přítel?
225,English,Is he a friend of yours?
225,French,Est-il de tes amis ?
225,Meadow Mari,Тудо тыйын йолташет?
226,Esperanto,Sen akvo vi ne povus vivi.
226,English,You couldn't live without water.
226,Portuguese,Sem água você não poderia viver.
226,Spanish,Sin agua no podrías vivir.
226,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1404269
227,English,Schools don't teach the right things.
227,Turkish,Okullar doğru şeyleri öğretmiyor.
227,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5607267
228,Italian,Si è suicidata ieri.
228,English,She killed herself yesterday.
228,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2904707
229,Kabyle,Ur yelḥi ara ɣer At Maḥmud.
229,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9340686
230,Mandarin Chinese,熊会爬树。
230,German,Ein Bär kann auf einen Baum klettern.
230,English,Bears can climb trees.
230,Esperanto,Urso povas grimpi sur arbon.
230,French,Un ours peut grimper à un arbre.
231,Hungarian,Ezt a kerékpárt meg mikor vetted?
231,English,When did you buy this bicycle?
231,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9544187
232,Kabyle,Ttazzalen ɣer Tamriǧt.
232,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9486145
233,Hebrew,אתה צריך רק להשתדל.
233,English,You only have to try hard.
